artwork,name,emotion,style,genre
17014,raphael_moses-saved-from-the-water-1519.jpg,1,13,12
17015,raphael_niccolini-cowper-madonna-1508.jpg,2,13,12
17016,raphael_nude-study.jpg,1,13,14
17017,raphael_portrait-of-a-cardinal.jpg,8,13,9
17018,raphael_portrait-of-a-lady-with-a-unicorn-1506.jpg,2,13,9
17019,raphael_portrait-of-a-man.jpg,0,13,9
17020,raphael_portrait-of-a-man-holding-an-apple-1500.jpg,6,13,9
17021,raphael_portrait-of-a-woman-la-muta-1507.jpg,8,13,9
17022,raphael_portrait-of-a-young-man-1515.jpg,2,13,9
17023,raphael_portrait-of-a-young-woman.jpg,6,13,9
17024,raphael_portrait-of-a-young-woman-1.jpg,8,13,14
17025,raphael_portrait-of-agnolo-doni-1506.jpg,1,13,9
17026,raphael_portrait-of-andrea-navagero-and-agostino-beazzano.jpg,5,13,9
17027,raphael_portrait-of-baldassare-castiglione-1516.jpg,8,13,9
17028,raphael_portrait-of-bindo-altoviti-1515.jpg,2,13,9
17029,raphael_portrait-of-cardinal-dovizzi-de-bibbiena.jpg,1,13,9
17030,raphael_portrait-of-elizabeth-gonzaga.jpg,4,13,9
17031,raphael_portrait-of-guidobaldo-da-montefeltro-duke-of-urbino.jpg,4,13,9
17032,raphael_portrait-of-maddalena-doni-1506.jpg,2,13,9
17033,raphael_portrait-of-pope-julius-ii.jpg,4,13,9
17034,raphael_portrait-of-the-young-pietro-bembo-1504.jpg,2,13,9
17035,raphael_portraits-of-leo-x-cardinal-luigi-de-rossi-and-giulio-de-medici-1518.jpg,7,13,9
17036,raphael_psyche-presenting-venus-with-water-from-the-styx-1517.jpg,1,13,14
17037,raphael_psyche-received-on-olympus-detail-1517.jpg,1,13,13
17038,raphael_putti-detail-from-the-sistine-madonna-1513.jpg,5,13,12
17039,raphael_saint-john-the-baptist-preaching-1505.jpg,1,13,12
17040,raphael_self-portrait.jpg,2,13,3
17041,raphael_self-portrait-1.jpg,2,13,3
17042,raphael_self-portrait-with-a-friend.jpg,2,13,3
17043,raphael_solly-madonna.jpg,5,13,12
17044,raphael_st-peter-escapes-with-the-angel-from-the-liberation-of-saint-peter-in-the-stanza-d-eliodoro-1514.jpg,1,13,12
17045,raphael_st-catherine-of-alexandria-1508.jpg,1,13,12
17046,raphael_st-cecilia-with-saints-detail-1516.jpg,8,13,12
17047,raphael_st-cecilia-with-saints-detail-1516-1.jpg,4,13,12
17048,raphael_st-cecilia-with-sts-paul-john-evangelists-augustine-and-mary-magdalene-1516.jpg,2,13,12
17049,raphael_st-george-and-the-dragon-1506.jpg,3,13,12
17050,raphael_st-george-and-the-dragon.jpg,7,13,12
17051,raphael_st-john-the-baptist-in-the-desert-1520.jpg,0,13,12
17052,raphael_st-margaret-1518.jpg,7,13,12
17053,raphael_st-michael-1505.jpg,3,13,12
17054,raphael_st-michael-overwhelming-the-demon-1518.jpg,2,13,12
17055,raphael_st-paul-preaching-at-athens-cartoon-for-the-sistine-chapel.jpg,1,13,12
17056,raphael_st-sebastian-1502.jpg,1,13,12
17057,raphael_studies-for-the-transfiguration.jpg,8,13,14
17058,raphael_study-for-adam-1509.jpg,6,13,14
17059,raphael_study-for-st-paul-preaching-in-athens-1515.jpg,2,13,14
17060,raphael_study-for-the-disputa-1509.jpg,2,13,14
17061,raphael_study-for-the-entombment-in-the-galleria-borghese-rome.jpg,4,13,14
17062,raphael_study-for-the-head-1507.jpg,4,13,14
17063,raphael_study-for-the-head-of-a-poet.jpg,8,13,14
17064,raphael_study-for-the-holy-family-1518.jpg,2,13,14
17065,raphael_study-for-the-knight-s-dream.jpg,4,13,14
17066,raphael_study-of-god-the-father-1515.jpg,7,13,14
17067,raphael_terranuova-madonna.jpg,3,13,12
17068,raphael_the-adoration-of-the-magi-1503.jpg,2,13,12
17069,raphael_the-alba-madonna.jpg,2,13,12
17070,raphael_the-aldobrandini-madonna-or-the-garvagh-madonna-1510.jpg,1,13,12
17071,raphael_the-annunciation-1503.jpg,2,13,12
17072,raphael_the-blinding-of-elymas-cartoon-for-the-sistine-chapel.jpg,1,13,12
17073,raphael_the-creation-of-the-animals-1519.jpg,5,13,12
17074,raphael_the-crowning-of-the-virgin-1503.jpg,1,13,12
17075,raphael_the-death-of-ananias-cartoon-for-the-sistine-chapel.jpg,7,13,12
17076,raphael_the-deposition-1507.jpg,4,13,12
17077,raphael_the-disputation-of-the-holy-sacrament-1511.jpg,1,13,12
17078,raphael_the-esterhazy-madonna-1508.jpg,1,13,12
17079,raphael_the-fall-on-the-road-to-calvary-1517.jpg,1,13,12
17080,raphael_the-fire-in-the-borgo-1514.jpg,7,13,4
17081,raphael_the-grand-duke-s-madonna-1505.jpg,1,13,12
17082,raphael_the-guards-outside-the-prison-detail-from-the-liberation-of-st-peter-in-the-stanza-d-eliodoro-1514.jpg,4,13,12
17083,raphael_the-healing-of-the-lame-man-cartoon-for-the-sistine-chapel.jpg,4,13,12
17084,raphael_the-holy-family-1506.jpg,4,13,12
17085,raphael_the-holy-family-of-the-oak-tree.jpg,2,13,12
17086,raphael_the-holy-family-with-a-lamb-1507.jpg,1,13,12
17087,raphael_the-holy-family-with-saints-elizabeth-and-john.jpg,1,13,12
17088,raphael_the-judgment-of-solomon-1511.jpg,4,13,12
17089,raphael_the-judgment-of-solomon-1519.jpg,4,13,12
17090,raphael_the-liberation-of-st-peter-in-the-stanza-d-eliodoro-1514.jpg,3,13,12
17091,raphael_the-liberation-of-st-peter-in-the-stanza-d-eliodoro-1514-1.jpg,4,13,12
17092,raphael_the-madonna-and-child-with-st-john-the-baptist-and-st-nicholas-of-bari-1505.jpg,1,13,12
17093,raphael_the-madonna-conestabile-1502.jpg,1,13,12
17094,raphael_the-madonna-of-foligno-1512.jpg,1,13,12
17095,raphael_the-madonna-of-loreto-1509.jpg,2,13,12
17096,raphael_the-madonna-of-the-blue-diadem-or-the-madonna-of-the-veil.jpg,2,13,12
17097,raphael_the-madonna-of-the-chair-1515.jpg,2,13,12
17098,raphael_the-madonna-of-the-fish-the-madonna-with-the-archangel-gabriel-and-st-jerome.jpg,1,13,12
17099,raphael_the-marriage-of-the-virgin-1504.jpg,1,13,12
17100,raphael_the-marriage-of-the-virgin-1504-1.jpg,1,13,12
17101,raphael_the-miraculous-draught-of-fishes-cartoon-for-the-sistine-chapel.jpg,2,13,12
17102,raphael_the-parnassus-detail-of-homer-dante-and-virgil-in-the-stanze-della-segnatura-1511.jpg,1,13,9
17103,raphael_the-parnassus-from-the-stanza-delle-segnatura-1511.jpg,1,13,13
17104,raphael_the-parnassus-from-the-stanza-delle-segnatura-detail-1511.jpg,8,13,13
17105,raphael_the-parnassus-from-the-stanza-delle-segnatura-detail-1511-1.jpg,7,13,13
17106,raphael_the-parnassus-from-the-stanza-delle-segnatura-detail-1511-2.jpg,5,13,13
17107,raphael_the-parnassus-from-the-stanza-delle-segnatura-detail-1511-3.jpg,2,13,13
17108,raphael_the-pregnant-woman-la-donna-gravida-1507.jpg,4,13,9
17109,raphael_the-presentation-in-the-temple-1503.jpg,2,13,12
17110,raphael_the-prophet-isaiah-1512.jpg,4,13,12
17111,raphael_the-separation-of-land-and-water-1519.jpg,1,13,12
17112,raphael_the-serpent-the-cross.jpg,7,13,12
17113,raphael_the-sibyls-santa-maria-della-pace.jpg,1,13,13
17114,raphael_the-sistine-madonna-1513.jpg,2,13,12
17115,raphael_the-three-graces-1505.jpg,8,13,13
17116,raphael_the-transfiguration-1520.jpg,1,13,12
17117,raphael_the-transfiguration-detail-1520.jpg,1,13,12
17118,raphael_the-transfiguration-detail-1520-1.jpg,7,13,12
17119,raphael_the-triumph-of-galatea-detail-1514.jpg,1,13,13
17120,raphael_the-triumph-of-galatea-detail-1506.jpg,8,13,13
17121,raphael_the-veiled-woman-or-la-donna-velata.jpg,1,13,9
17122,raphael_the-virgin-and-child-with-saint-john-the-baptist-1507.jpg,2,13,12
17123,raphael_the-virgin-of-the-house-of-orleans-1506.jpg,2,13,12
17124,raphael_the-virgin-of-the-rose.jpg,8,13,12
17125,raphael_the-visitation.jpg,1,13,12
17126,raphael_tommaso-fedra-inghrami.jpg,8,13,9
17127,raphael_vision-of-a-knight.jpg,8,13,4
17128,raphael_vision-of-ezekiel-1518.jpg,2,13,12
17129,hans-memling_adam-and-eve.jpg,4,8,12
17130,hans-memling_adoration-of-the-magi-central-panel-of-the-triptych-of-the-adoration-of-the-magi-1472.jpg,1,8,12
17131,hans-memling_adoration-of-the-magi-right-wing-of-triptych-depicting-the-presentation-in-the-temple-c-1470-72-1472.jpg,1,8,12
17132,hans-memling_adoration-of-the-magi-whole-triptych.jpg,2,8,12
17133,hans-memling_altar-of-saints-john-the-baptist-and-john-the-evangelist.jpg,3,8,12
17141,hans-memling_angel-holding-an-olive-branch-1480.jpg,1,8,12
17142,hans-memling_annunciation-1467.jpg,1,8,12
17143,hans-memling_barbara-de-vlaenderberch-1475.jpg,8,8,9
17144,hans-memling_bathsheba-in-the-bath-1480.jpg,3,8,12
17145,hans-memling_central-panel-of-the-triptych-of-st-john-the-baptist-and-st-john-the-evangelist-1479.jpg,1,8,12
17146,hans-memling_christ-at-the-column-1490.jpg,4,8,12
17147,hans-memling_christ-blessing-central-panel-from-a-triptych-from-the-church-of-santa-maria-la-real-najera-1490.jpg,1,8,12
17148,hans-memling_christ-crowned-with-thorns.jpg,4,8,12
17149,hans-memling_christ-giving-his-blessing-1478.jpg,7,8,12
17150,hans-memling_christ-giving-his-blessing-1481.jpg,5,8,12
17151,hans-memling_crucifixion-1491.jpg,4,8,12
17152,hans-memling_crucifixion.jpg,4,8,12
17153,hans-memling_deposition-left-wing-of-a-diptych-1490.jpg,4,8,12
17154,hans-memling_descent-from-the-cross-left-hand-panel-from-the-deposition-diptych-1494.jpg,4,8,12
17155,hans-memling_diptych-of-jean-de-cellier-detail.jpg,2,8,12
17156,hans-memling_diptych-of-jean-de-cellier-detail-1.jpg,2,8,12
17157,hans-memling_diptych-of-john-the-baptist-and-st-veronica-st-john-the-baptist-the-left-wing.jpg,4,8,12
17158,hans-memling_diptych-with-the-deposition-1494.jpg,4,8,12
17159,hans-memling_ecce-homo-in-the-arms-of-the-virgin-1479.jpg,4,8,12
17160,hans-memling_five-angels-playing-musical-instruments-left-hand-panel-from-a-triptych-from-the-church-of-1490.jpg,5,8,12
17161,hans-memling_granada-diptych-right-wing-the-holy-women-and-st-john.jpg,4,8,12
17162,hans-memling_head-of-christ.jpg,4,8,12
17163,hans-memling_hell.jpg,7,8,12
17164,hans-memling_john-the-baptist-and-st-lawrence.jpg,8,8,12
17165,hans-memling_madonna-and-child-enthroned-with-two-angels-1480.jpg,2,8,12
17166,hans-memling_madonna-and-child-with-angels.jpg,1,8,12
17167,hans-memling_madonna-and-child-from-the-diptych-of-maerten-van-nieuwenhove-1487.jpg,4,8,12
17168,hans-memling_man-of-sorrows.jpg,1,8,12
17169,hans-memling_man-with-a-black-cap.jpg,2,8,9
17170,hans-memling_marriage-of-st-catherine.jpg,1,8,12
17171,hans-memling_mater-dolorosa.jpg,8,8,9
17172,hans-memling_mystic-marriage-of-st-catherine-1480.jpg,2,8,12
17173,hans-memling_nativity.jpg,2,8,12
17174,hans-memling_nativity-1.jpg,2,8,12
17175,hans-memling_passion-greverade-altarpiece-first-closed-position-1491.jpg,1,8,12
17176,hans-memling_passion-greverade-altarpiece-left-wing-1491.jpg,7,8,12
17177,hans-memling_passion-greverade-altarpiece-right-wing-1491.jpg,4,8,12
17178,hans-memling_passion-greverade-altarpiece-closed-1491.jpg,8,8,12
17179,hans-memling_portinari-triptych-central-panel-1487.jpg,2,8,12
17180,hans-memling_portrait-of-a-man-1490.jpg,8,8,9
17181,hans-memling_portrait-of-a-man-1480.jpg,8,8,9
17182,hans-memling_portrait-of-a-man-at-a-loggia.jpg,8,8,9
17183,hans-memling_portrait-of-a-man-at-prayer-before-a-landscape-1480.jpg,5,8,9
17184,hans-memling_portrait-of-a-man-holding-a-coin-of-the-emperor-nero-1474.jpg,2,8,9
17185,hans-memling_portrait-of-a-man-in-a-landscape.jpg,4,8,9
17186,hans-memling_portrait-of-a-man-with-an-arrow-1480.jpg,7,8,9
17187,hans-memling_portrait-of-a-praying-woman.jpg,4,8,9
17188,hans-memling_portrait-of-a-reading-man.jpg,5,8,9
17189,hans-memling_portrait-of-a-young-man-1490.jpg,2,8,9
17191,hans-memling_portrait-of-a-young-man-before-a-landscape.jpg,1,8,9
17192,hans-memling_portrait-of-a-young-woman.jpg,2,8,9
17193,hans-memling_portrait-of-a-young-woman-1480.jpg,4,8,9
17194,hans-memling_portrait-of-an-old-man.jpg,8,8,9
17195,hans-memling_portrait-of-an-old-woman-1470.jpg,2,8,9
17196,hans-memling_portrait-of-an-old-woman-1472.jpg,1,8,9
17197,hans-memling_portrait-of-an-unknown-man-with-a-letter-1485.jpg,2,8,9
17198,hans-memling_portrait-of-anthony-of-burgundy-1470.jpg,5,8,9
17199,hans-memling_portrait-of-benedetto-di-tommaso-portinari-1487.jpg,2,8,9
17200,hans-memling_portrait-of-benedetto-portinari-1487.jpg,2,8,9
17201,hans-memling_portrait-of-gilles-joye-1472.jpg,8,8,9
17202,hans-memling_portrait-of-jacob-obrecht.jpg,2,8,9
17203,hans-memling_portrait-of-jacques-of-savoy-1470.jpg,5,8,9
17204,hans-memling_portrait-of-maria-maddalena-portinari.jpg,1,8,9
17205,hans-memling_portrait-of-tommaso-portinari.jpg,2,8,9
17206,hans-memling_portraits-of-willem-moreel-and-his-wife.jpg,2,8,9
17207,hans-memling_praying-donor-with-saints-1470.jpg,8,8,12
17208,hans-memling_praying-donor-with-st-william-of-maleval-1470.jpg,4,8,12
17209,hans-memling_resurrection.jpg,1,8,12
17210,hans-memling_scenes-from-the-life-of-mary-1480.jpg,3,8,12
17211,hans-memling_scenes-from-the-passion-of-christ-left-side-1471.jpg,7,8,12
17212,hans-memling_st-andrew-left-wing-of-a-diptych-reverse-1490.jpg,4,8,12
17213,hans-memling_st-christopher-1480.jpg,2,8,12
17214,hans-memling_st-jerome-1490.jpg,7,8,12
17215,hans-memling_st-jerome-and-the-lion-1490.jpg,4,8,12
17216,hans-memling_st-john-altarpiece-1479.jpg,1,8,12
17217,hans-memling_st-john-altarpiece-1479-1.jpg,4,8,12
17218,hans-memling_st-john-altarpiece-left-wing-1479.jpg,1,8,12
17219,hans-memling_st-john-and-veronica-diptych-reverse-of-the-right-wing.jpg,7,8,15
17220,hans-memling_st-john-the-baptist-and-st-mary-magdalen-wings-of-a-triptych.jpg,8,8,12
17221,hans-memling_st-stephen.jpg,2,8,12
17222,hans-memling_st-ursula-and-her-companions-landing-at-basel-from-the-reliquary-of-st-ursula-1489.jpg,3,8,12
17223,hans-memling_st-ursula-and-her-companions-landing-at-cologne-from-the-reliquary-of-st-ursula-1489.jpg,2,8,12
17224,hans-memling_st-ursula-and-her-companions-from-the-reliquary-of-st-ursula-1489.jpg,1,8,12
17225,hans-memling_st-ursula-and-the-holy-virgins-from-the-reliquary-of-st-ursula-1489.jpg,2,8,12
17226,hans-memling_st-ursula-shrine-figures-1489.jpg,1,8,12
17227,hans-memling_st-ursula-shrine-medallions-1489.jpg,8,8,12
17228,hans-memling_st-ursula-shrine-virgin-and-child-1489.jpg,2,8,12
17229,hans-memling_st-veronica-1475.jpg,2,8,12
17230,hans-memling_standing-virgin-and-child.jpg,2,8,12
17231,hans-memling_still-life-with-a-jug-with-flowers-the-reverse-side-of-the-portrait-of-a-praying-man.jpg,2,8,15
17232,hans-memling_the-annunciation.jpg,1,8,12
17233,hans-memling_the-archangel-michael-1479.jpg,3,8,12
17234,hans-memling_the-arrival-of-st-ursula-and-her-companions-in-rome-to-meet-pope-cyriacus-from-the-reliquary-of-1489.jpg,2,8,12
17235,hans-memling_the-departure-of-saint-ursula-from-basle-panel-from-the-reliquary-of-st-ursula-1489.jpg,5,8,12
17238,hans-memling_the-donor-from-the-right-wing-of-the-diptych-of-maerten-van-nieuwenhove-1487.jpg,1,8,9
17239,hans-memling_the-last-judgment-triptych-central-panel-maiestas-domini-with-archangel-michael-weighing-the-1470.jpg,1,8,12
17240,hans-memling_the-last-judgment-triptych-left-wing-the-blessed-at-the-gate-to-heaven-paradise-with-the-st-1470.jpg,4,8,12
17241,hans-memling_the-last-judgment-triptych-right-wing-casting-the-damned-into-hell-1470.jpg,7,8,12
17242,hans-memling_the-last-judgment-triptych-right-wing-praying-donor-catherine-tanagli-with-archangel-michael-1471.jpg,1,8,12
17243,hans-memling_the-man-of-sorrows-in-the-arms-of-the-virgin-1475.jpg,4,8,12
17244,hans-memling_the-martyrdom-of-saint-ursula-and-her-companions-at-cologne-from-the-reliquary-of-st-ursula-1489.jpg,7,8,12
17245,hans-memling_the-martyrdom-of-st-sebastian.jpg,7,8,12
17246,hans-memling_the-martyrdom-of-st-ursula-s-companions-and-the-martyrdom-of-st-ursula-from-the-shrine-of-st-1489.jpg,2,8,12
17247,hans-memling_the-mourning-virgin-with-st-john-and-the-pious-women-from-galilee-1485.jpg,4,8,12
17248,hans-memling_the-nativity-left-wing-of-a-triptych-of-the-adoration-of-the-magi-1472.jpg,2,8,12
17249,hans-memling_the-passion-1471.jpg,2,8,12
17250,hans-memling_the-presentation-in-the-temple-1463.jpg,1,8,12
17251,hans-memling_the-reliquary-of-st-ursula-1489.jpg,2,8,12
17252,hans-memling_the-reliquary-of-st-ursula-1489-1.jpg,3,8,12
17253,hans-memling_the-rest-on-the-flight-into-egypt.jpg,2,8,12
17254,hans-memling_the-resurrection-central-panel-from-the-triptych-of-the-resurrection-1490.jpg,1,8,12
17255,hans-memling_the-triptych-of-willem-moreel-middle-panel-saint-christopher-with-saint-maurus-of-glanfeuil-and-1484.jpg,1,8,12
17256,hans-memling_the-virgin-and-child-with-an-angel-st-george-and-a-donor.jpg,2,8,12
17258,hans-memling_the-virgin-and-child-with-st-james-and-st-dominic-presenting-the-donors-and-their-family-known.jpg,1,8,12
17259,hans-memling_tommaso-portinari-and-his-wife.jpg,4,8,9
17260,hans-memling_triptych.jpg,1,8,12
17261,hans-memling_triptych-of-adriaan-reins-1480.jpg,4,8,12
17262,hans-memling_triptych-of-adriaan-reins-closed.jpg,8,8,12
17263,hans-memling_triptych-of-earthly-vanity-and-divine-salvation.jpg,7,8,12
17264,hans-memling_triptych-of-jan-crabbe-1470.jpg,4,8,12
17265,hans-memling_triptych-of-jan-floreins-1479.jpg,1,8,12
17266,hans-memling_triptych-of-jan-floreins-closed-1479.jpg,2,8,12
17267,hans-memling_triptych-of-the-family-moreel-closed-1484.jpg,1,8,12
17268,hans-memling_triptych-of-the-mystical-marriage-of-st-catherine-of-alexandria-the-founder-jacob-de-kueninc-1479.jpg,8,8,12
17269,hans-memling_triptych-of-the-mystical-marriage-of-st-catherine-of-alexandria-inker-wing-the-beheading-of-1479.jpg,4,8,12
17270,hans-memling_triptych-of-the-mystical-marriage-of-st-catherine-of-alexandria-right-wing-scene-of-st-john-the-1479.jpg,2,8,12
17271,hans-memling_triptych-of-the-resurrection-the-resurrection-centre-the-martyrdom-of-st-sebastian-left-and-the-1490.jpg,1,8,12
17272,hans-memling_triptych-of-willem-moreel-left-wing-the-founder-willem-moreel-his-sons-and-st-william-of-1484.jpg,8,8,12
17273,hans-memling_triptych-of-willem-moreel-right-wing-the-founder-barbara-van-vlaenderbergh-wife-of-willem-1484.jpg,7,8,12
17274,hans-memling_view-of-the-last-judgement-with-its-panels-closed-depicting-the-donors-angelo-di-jacopo-tani-1473.jpg,8,8,12
17275,hans-memling_virgin-and-child.jpg,1,8,12
17276,hans-memling_virgin-and-child-1.jpg,4,8,12
17277,hans-memling_virgin-and-child-enthroned.jpg,4,8,12
17278,hans-memling_virgin-and-child-enthroned-with-two-angels-1490.jpg,1,8,12
17279,hans-memling_virgin-and-child-enthroned-with-two-musical-angels-1467.jpg,2,8,12
17280,hans-memling_virgin-and-child-in-a-landscape.jpg,2,8,12
17281,hans-memling_virgin-and-child-in-a-rose-garden-with-two-angels.jpg,5,8,12
17282,hans-memling_virgin-and-child-with-musician-angels.jpg,5,8,12
17283,hans-memling_virgin-and-child-with-st-anthony-the-abbot-and-a-donor-1472.jpg,2,8,12
17284,hans-memling_virgin-enthroned-with-child-and-angel.jpg,2,8,12
17285,hans-memling_virgin-suckling-the-child-1490.jpg,2,8,12
17286,hans-memling_virgin-with-the-child-reaching-for-his-toe-1490.jpg,2,8,12
17287,hans-memling_wings-of-a-triptych.jpg,1,8,12
17290,man-ray_departure-of-summer.jpg,4,7,4
17292,man-ray_electro-magie.jpg,2,7,15
17293,man-ray_hills.jpg,7,7,8
17297,man-ray_landscape.jpg,8,7,8
17299,man-ray_portrait-of-juliet.jpg,2,7,9
17303,man-ray_silhouette.jpg,1,7,4
17304,man-ray_still-life-with-red-tea-kettle.jpg,2,7,15
17305,man-ray_the-black-tray.jpg,4,7,15
17306,man-ray_untitled.jpg,8,7,14
17307,man-ray_untitled-1.jpg,8,7,14
17308,man-ray_untitled-2.jpg,2,7,15
17309,man-ray_portrait-of-alfred-stieglitz-1913.jpg,8,7,9
17310,man-ray_orquesta-sinfonica-1916.jpg,8,7,7
17642,bartolome-esteban-murillo_st-isidore-of-seville-1655.jpg,1,2,12
17683,claude-monet_at-cap-d-antibes.jpg,2,24,8
17684,claude-monet_at-cap-d-antibes-mistral-wind.jpg,2,24,8
17685,claude-monet_at-les-petit-dalles.jpg,2,24,8
17686,claude-monet_at-val-saint-nicolas-near-dieppe-morning.jpg,2,24,8
17687,claude-monet_at-val-saint-nicolas-near-dieppe.jpg,2,24,8
17688,claude-monet_at-val-saint-nicolas-near-dieppe-in-the-morning.jpg,2,24,8
17689,claude-monet_autumn-effect-at-argenteuil-1873.jpg,2,24,8
17690,claude-monet_autumn-on-the-seine-at-argenteuil.jpg,2,24,8
17691,claude-monet_banks-of-the-seine-at-jenfosse-clear-weather.jpg,2,24,8
17692,claude-monet_banks-of-the-seine-at-jeufosse-autumn.jpg,2,24,8
17693,claude-monet_banks-of-the-seine-at-lavacourt.jpg,2,24,8
17694,claude-monet_basket-of-graphes-quinces-and-pears-1885.jpg,2,24,15
17695,claude-monet_bathers-at-la-grenouillere-1869.jpg,2,24,4
17696,claude-monet_beach-and-cliffs-at-pourville-morning-effect.jpg,4,24,8
17697,claude-monet_beach-in-juan-les-pins.jpg,2,24,8
17698,claude-monet_bed-of-chrysanthemums.jpg,3,24,10
17699,claude-monet_belle-ile-rain-effect.jpg,7,24,8
17700,claude-monet_belle-ile-rocks-at-port-goulphar.jpg,2,24,8
17701,claude-monet_bend-in-the-river-epte.jpg,2,24,8
17702,claude-monet_bennecourt.jpg,2,24,17
17703,claude-monet_bennecourt-1.jpg,2,24,8
17704,claude-monet_blanche-hoschede.jpg,8,24,9
17705,claude-monet_boat-at-low-tide-at-fecamp.jpg,1,24,17
17706,claude-monet_boaters-at-argenteuil.jpg,1,24,4
17707,claude-monet_boats-at-rouen.jpg,2,24,17
17708,claude-monet_boats-at-zaandam.jpg,2,24,17
17709,claude-monet_boats-in-the-pool-of-london-1871.jpg,3,24,17
17710,claude-monet_boats-in-the-port-of-honfleur.jpg,2,24,17
17711,claude-monet_boats-in-the-port-of-honfleur-1.jpg,2,24,17
17712,claude-monet_boats-in-the-port-of-le-havre-1883.jpg,2,24,17
17713,claude-monet_boats-lying-at-low-tide-at-facamp.jpg,4,24,17
17714,claude-monet_boats-on-rapair.jpg,1,24,1
17715,claude-monet_boats-on-the-beach.jpg,8,24,8
17716,claude-monet_boats-on-the-beach-at-etretat.jpg,2,24,8
17717,claude-monet_boats-on-the-thames-fog-effect.jpg,1,24,8
17718,claude-monet_boats-on-the-thames-london.jpg,7,24,8
17719,claude-monet_boats-at-rest-at-petit-gennevilliers.jpg,2,24,8
17720,claude-monet_boatyard-near-honfleur.jpg,2,24,8
17721,claude-monet_bordighera.jpg,2,24,8
17722,claude-monet_bordighera-italy.jpg,1,24,8
17723,claude-monet_bordighera-the-house-of-gardener.jpg,2,24,8
17724,claude-monet_boulevard-of-capucines-1874.jpg,2,24,17
17725,claude-monet_boulevard-saint-denis-argenteuil-in-winter-1875.jpg,2,24,17
17726,claude-monet_boulevard-of-capucines.jpg,2,24,17
17727,claude-monet_bouquet-of-gadiolas-lilies-and-dasies.jpg,2,24,10
17728,claude-monet_bouquet-of-sunflowers.jpg,2,24,10
17729,claude-monet_branch-of-lemons.jpg,2,24,15
17730,claude-monet_branch-of-lemons-1.jpg,2,24,15
17731,claude-monet_branch-of-orange-bearing-fruit.jpg,2,24,15
17732,claude-monet_breakup-of-ice.jpg,4,24,8
17733,claude-monet_breakup-of-ice-lavacourt-grey-weather.jpg,2,24,8
17734,claude-monet_burgo-marina-at-bordighera.jpg,2,24,17
17735,claude-monet_by-the-river-at-vernon.jpg,2,24,17
17736,claude-monet_by-the-sea.jpg,3,25,8
17737,claude-monet_calm-weather-fecamp.jpg,2,24,8
17738,claude-monet_camille-also-known-as-the-woman-in-a-green-dress.jpg,8,25,9
17739,claude-monet_camille-and-jean-monet-in-the-garden-at-argenteuil.jpg,2,24,4
17740,claude-monet_camille-monet-at-the-window-argentuile.jpg,2,24,9
17741,claude-monet_camille-monet-in-the-garden.jpg,8,24,9
17742,claude-monet_camille-monet-in-the-garden-at-the-house-in-argenteuil.jpg,2,24,8
17743,claude-monet_camille-monet-on-a-garden-bench.jpg,8,24,9
17744,claude-monet_camille-monet-on-her-deathbed.jpg,4,24,9
17745,claude-monet_camille-on-the-beach-1871.jpg,8,24,9
17746,claude-monet_camille-on-the-beach-at-trouville.jpg,2,24,9
17747,claude-monet_camille-sitting-on-the-beach-at-trouville-1871.jpg,2,24,9
17748,claude-monet_camille-with-a-small-dog.jpg,2,25,9
17749,claude-monet_camille-with-green-parasol.jpg,2,24,9
17750,claude-monet_canal-in-amsterdam.jpg,2,24,17
17751,claude-monet_cap-martin.jpg,2,24,8
17752,claude-monet_cap-martin-2.jpg,1,24,8
17753,claude-monet_cap-martin-3.jpg,3,24,8
17754,claude-monet_carrieres-saint-denis-1872.jpg,2,24,17
17755,claude-monet_cart-on-the-snow-covered-road-with-saint-simeon-farm.jpg,2,24,8
17756,claude-monet_charing-cross-bridge.jpg,8,24,8
17757,claude-monet_charing-cross-bridge-1.jpg,8,24,17
17758,claude-monet_charing-cross-bridge-1902.jpg,2,24,17
17759,claude-monet_charing-cross-bridge-1903.jpg,2,24,17
17760,claude-monet_charing-cross-bridge-2.jpg,7,24,8
17761,claude-monet_charing-cross-bridge-study-1901.jpg,4,24,17
17762,claude-monet_charing-cross-bridge-02.jpg,8,24,8
17763,claude-monet_charing-cross-bridge-03.jpg,2,24,17
17764,claude-monet_charing-cross-bridge-09-1901.jpg,2,24,8
17765,claude-monet_charing-cross-bridge-2-1901.jpg,1,24,8
17766,claude-monet_charing-cross-bridge-3-1901.jpg,2,24,8
17767,claude-monet_charing-cross-bridge-cleopatra-s-needle-1901.jpg,2,24,17
17768,claude-monet_charing-cross-bridge-fog-on-the-themes.jpg,2,24,8
17769,claude-monet_charing-cross-bridge-overcast-weather.jpg,2,24,17
17770,claude-monet_charing-cross-bridge-reflections-on-the-thames-1901.jpg,2,24,17
17771,claude-monet_charing-cross-bridge-the-thames.jpg,8,24,17
17772,claude-monet_charing-cross-bridge-the-thames-02.jpg,1,24,17
17773,claude-monet_christmas-roses.jpg,2,24,10
17774,claude-monet_chrysanthemums-1878.jpg,2,24,10
17775,claude-monet_chrysanthemums-1881.jpg,2,24,10
17776,claude-monet_chrysanthemums-1897.jpg,2,24,10
17777,claude-monet_chrysanthemums-1897-1.jpg,2,24,10
17778,claude-monet_church-at-jeufosse-snowy-weather.jpg,2,24,8
