artwork,style,genre,emotion
25467,7,4,5
25461,21,4,7
25449,21,4,2
25453,21,4,2
25450,21,14,2
25447,3,13,8
25445,3,13,4
25442,7,4,2
25437,21,14,8
25429,7,4,8
25430,7,4,2
25428,29,14,5
25412,3,0,6
25403,29,0,2
25401,21,4,2
25397,24,4,2
25388,7,4,5
25391,29,9,6
25390,29,4,8
25389,7,4,8
25386,29,8,2
25383,7,15,2
25381,21,0,1
25379,7,9,8
25377,11,4,8
25376,7,8,1
25374,7,8,3
25362,3,9,2
25354,7,9,1
25350,25,9,2
25342,7,4,1
25341,21,9,8
25335,7,9,1
25332,3,2,6
25328,7,15,2
25326,7,15,2
25324,7,15,1
25320,7,15,3
25319,7,15,6
25314,3,0,8
25313,7,15,1
25312,7,15,3
25311,25,15,2
25310,7,15,2
25309,7,15,2
25302,7,4,7
25297,3,0,6
25296,29,0,7
25292,21,0,6
25290,7,0,4
25285,3,4,2
25284,3,4,3
25278,3,15,2
25277,11,5,1
25273,7,17,2
25271,29,4,8
25270,21,8,7
25269,25,0,4
25263,29,4,2
25261,21,11,8
25260,21,17,4
25240,1,11,1
25230,3,9,4
25220,25,9,4
25208,21,4,2
25203,7,14,5
25202,7,2,4
25200,7,2,2
25199,7,2,8
25198,7,2,1
25195,7,2,7
25193,3,2,1
25191,7,4,4
25190,24,4,2
25189,21,4,5
25170,7,0,4
25165,7,14,8
25164,3,9,8
25152,7,4,7
25143,3,4,4
25132,21,4,7
81815,1,11,8
81769,1,11,8
81768,1,11,8
81765,1,16,3
81763,1,16,2
81762,1,10,8
81758,1,16,2
81757,1,4,4
81752,1,2,1
81755,1,16,8
59830,3,9,8
59828,3,17,5
59824,3,9,2
59823,3,3,7
59822,7,3,7
59820,3,3,4
59815,3,17,4
59812,3,9,7
59801,3,3,4
59799,7,3,7
59798,3,9,7
59793,3,8,1
59791,3,9,5
59789,3,2,3
78370,21,8,2
78348,16,17,2
78368,21,17,8
78371,24,3,8
78346,21,17,2
78345,16,8,1
78363,16,8,1
78342,16,8,2
78362,24,9,8
73417,3,4,4
73413,3,9,7
73412,3,9,8
73408,3,9,3
73409,3,9,2
73410,3,0,4
73407,3,10,4
73406,3,4,6
73402,3,9,8
37717,3,7,6
37716,3,7,8
37713,3,9,7
37711,3,0,2
37710,3,0,6
37704,3,9,8
37703,7,7,8
37706,7,14,8
37702,3,0,4
37701,7,7,5
37699,3,4,5
37700,3,4,5
37695,3,9,7
37692,3,7,5
37689,3,13,7
37691,3,13,7
37686,3,9,4
37687,3,9,2
37685,7,6,5
37683,3,17,2
67085,22,4,4
67081,22,4,3
67090,22,4,4
67088,22,9,2
67084,22,4,2
67089,22,4,8
34307,3,17,2
34305,3,17,2
34304,3,15,6
34300,3,9,4
34298,3,9,2
34294,29,12,2
34291,29,16,4
34282,3,8,1
34281,3,17,8
34279,3,9,1
34278,3,9,8
34277,3,9,2
34276,3,17,1
34275,3,17,1
34274,3,17,2
34273,3,17,2
34268,3,17,1
34266,3,13,8
34262,3,9,4
34258,3,0,4
34257,3,0,3
34255,3,9,6
34252,3,9,7
34251,3,9,7
34250,3,12,7
34249,3,9,8
34247,3,9,7
34243,3,16,4
34241,3,16,4
34240,3,16,7
34234,3,4,6
34233,3,0,8
34232,3,17,3
34229,3,9,6
34228,3,9,6
34227,3,4,2
34225,3,9,5
34224,3,14,8
34223,3,8,2
34221,3,12,4
34220,3,4,5
75028,2,15,2
75026,2,15,2
75025,2,15,3
75029,2,15,8
75024,2,15,3
75019,2,10,2
67122,7,2,5
67120,7,2,4
67119,7,2,8
67117,7,7,8
67111,7,4,8
16475,22,9,4
16474,22,8,7
16473,22,14,2
16472,22,0,8
16471,22,12,8
16469,22,14,8
16468,22,14,2
16466,22,0,1
16465,22,0,1
16462,22,0,6
16461,22,0,1
16463,22,0,2
16458,22,3,2
16456,22,3,2
16454,22,0,2
16453,22,9,1
16452,22,14,8
16451,22,14,7
16450,22,9,1
16449,22,9,2
16448,22,9,2
16447,22,9,8
16446,22,9,1
16445,22,9,4
16443,22,9,2
16441,22,9,2
16439,22,9,8
16434,22,9,7
16433,22,9,5
16432,22,9,2
16430,22,9,2
16427,22,9,2
16425,22,9,4
16424,22,9,7
16423,22,9,1
16422,22,9,8
16420,22,9,1
16419,22,9,3
16418,22,9,1
16416,22,9,2
16415,22,9,3
16410,22,9,1
16409,22,9,2
16408,22,9,8
16406,22,9,1
16404,22,9,1
16400,22,9,2
16396,22,9,2
16394,22,14,5
16393,22,9,5
16390,22,9,2
16386,22,9,2
16384,22,9,2
16383,22,9,1
16377,22,9,2
16369,22,14,2
16370,22,9,2
16368,22,9,6
16367,22,9,1
16365,22,9,1
16364,22,9,1
16363,22,9,3
16361,22,9,8
16360,22,9,8
16359,22,9,8
16356,22,9,2
16355,22,9,4
16354,22,9,2
16352,22,9,2
16351,22,9,2
16350,22,9,2
16348,22,9,1
16344,22,14,2
16343,22,9,8
16341,22,9,2
16340,22,9,2
16339,22,9,8
16338,22,9,8
16325,22,9,2
16336,22,9,8
16324,22,14,4
16332,22,9,1
16331,22,9,2
16330,22,9,5
16323,22,9,5
16320,22,9,8
16328,22,9,2
16317,22,9,2
16315,22,9,2
16313,22,9,4
16310,22,14,7
16309,22,14,2
16308,22,9,8
16305,22,9,1
16304,22,9,1
16302,22,12,1
16297,22,8,1
16300,22,8,1
16298,22,8,1
16296,22,14,1
16295,22,14,4
16294,22,13,3
16293,22,12,8
16289,22,9,2
16286,22,9,4
16283,22,9,8
16282,22,9,8
16281,22,9,8
16280,22,9,1
16279,22,4,4
16278,22,9,1
16277,22,13,6
16276,22,9,2
16275,22,9,7
16274,22,9,2
16272,22,9,2
16271,22,9,2
16269,22,9,1
16267,22,14,3
16265,22,9,8
16264,22,14,3
16262,22,14,7
16260,22,9,2
16256,22,14,2
16255,22,9,2
16254,22,14,2
80083,12,6,3
80081,15,6,8
80079,15,6,2
80077,15,6,8
80076,15,6,1
80068,23,6,8
80059,15,6,2
80057,15,6,8
80054,15,6,3
80047,15,6,2
53187,7,15,1
53186,7,15,2
53185,7,15,8
53280,7,9,2
53182,7,15,2
53277,7,11,1
53283,7,14,8
53180,7,11,8
53179,7,11,5
53176,7,9,2
53174,7,11,5
48707,7,4,1
48704,7,0,6
48703,7,0,8
48701,7,0,2
48699,7,6,1
48698,7,7,2
48695,7,0,5
48694,7,0,8
48690,7,0,6
48689,7,0,2
48688,7,7,8
48687,7,7,3
48686,7,6,8
48685,7,7,8
50437,24,3,2
50434,21,8,1
50432,21,8,2
50431,21,8,8
50430,21,17,2
82030,27,4,4
82028,27,4,1
82029,27,4,3
82027,27,4,8
82026,27,8,8
82024,27,4,1
82023,27,4,3
82022,27,4,8
82015,27,4,5
82013,27,4,1
82011,27,13,7
41837,11,9,2
41834,11,1,8
41832,11,9,4
41831,11,9,1
41830,11,9,2
41829,11,9,4
41827,11,10,1
41826,11,4,8
41824,11,8,2
41822,11,5,7
41821,11,4,2
41820,11,9,1
41817,25,10,1
41816,25,10,2
41815,25,10,1
41814,25,10,1
41813,11,13,1
41812,11,5,2
41810,11,5,7
41809,11,5,7
41807,11,17,4
41804,25,10,2
41805,25,10,1
41788,25,10,2
41800,25,10,2
41795,25,10,2
41794,25,10,8
41791,25,10,2
41790,25,10,5
41787,25,10,2
41798,25,10,2
41797,25,10,1
41789,25,10,3
41781,11,1,6
41783,11,1,8
41780,11,4,8
41777,24,8,2
41776,11,8,8
41772,11,5,1
41771,11,5,1
41768,25,10,3
41765,11,4,6
41764,11,15,1
41762,11,12,8
41761,11,5,7
41759,11,2,2
41756,24,8,1
41753,11,13,7
41751,11,1,2
41746,11,5,4
41745,11,9,4
41744,11,4,7
41742,11,9,1
41741,11,5,8
41739,11,12,1
41738,11,5,7
41737,11,4,4
41736,11,5,7
41735,11,5,5
41731,11,9,4
41730,11,5,1
41729,11,9,1
41727,11,4,4
41726,11,13,7
41725,11,5,1
41723,11,12,4
41718,11,5,2
41719,11,5,2
41716,11,12,1
41715,11,5,7
41713,11,1,7
41714,11,5,7
41712,11,4,4
41711,11,5,1
41703,11,13,5
41705,11,13,3
41704,11,13,1
41702,11,5,7
41701,11,5,8
41696,11,13,7
41695,24,17,2
41694,11,5,8
41690,11,5,1
41691,11,5,1
41688,24,8,8
41684,11,5,1
41681,11,5,2
41683,11,5,8
41682,11,5,4
41678,11,5,7
41676,11,14,8
41671,11,12,4
41668,11,12,3
41666,25,10,8
41665,11,9,1
41664,11,4,4
41663,11,9,1
41656,11,9,2
41661,11,9,2
41658,11,9,1
41657,11,14,6
41653,11,9,1
41651,11,9,2
41649,11,9,1
41648,11,9,7
41645,11,9,4
41644,11,9,4
41642,11,9,2
41640,11,9,2
41639,11,9,2
41637,11,9,4
41636,11,9,1
41633,11,5,1
41628,24,8,1
41626,11,13,7
41625,11,13,8
41624,11,13,3
41623,11,13,1
41621,11,13,2
41622,11,13,2
41619,11,4,4
41618,11,10,1
41613,11,13,4
41612,11,13,7
41611,11,0,8
41608,11,5,7
41605,11,0,5
41604,11,4,4
41603,11,5,4
41602,11,9,1
41601,11,5,2
41599,11,13,3
41598,25,10,3
41597,11,5,1
41596,11,4,2
41592,11,16,7
41591,11,16,4
41588,25,10,2
41587,24,8,2
41585,24,8,8
41584,11,9,4
41582,11,12,8
41576,11,14,8
41575,11,13,1
41574,11,5,7
41571,11,4,2
41568,11,5,1
41565,11,9,2
41564,11,4,3
41561,11,10,2
41559,11,5,7
41558,11,4,1
41557,25,10,2
41556,25,10,1
41555,25,10,2
41839,11,11,8
41538,11,10,2
41552,25,10,2
41553,11,10,2
41551,25,10,1
41548,25,10,2
41543,25,10,2
41540,11,5,8
41539,11,10,2
41530,11,2,7
41527,11,5,1
41524,11,5,1
41523,11,5,7
41522,11,12,1
41519,11,5,7
41517,11,11,2
41518,11,11,6
41516,11,5,7
41841,11,5,4
41514,11,12,1
41512,11,10,2
41507,11,14,2
41506,11,9,4
41508,11,9,4
41503,11,12,7
41501,11,12,8
41498,11,13,6
41497,11,13,6
41496,11,5,4
41490,11,4,8
41488,11,12,1
41489,11,12,2
41478,25,10,1
41484,25,10,8
41479,25,10,2
41483,25,10,8
41481,11,10,2
41480,25,10,2
41477,11,4,8
41476,11,9,1
41475,11,9,4
41473,11,4,7
41472,11,13,1
41471,11,5,7
41470,11,12,1
41467,11,13,3
41466,11,13,4
41465,11,13,1
41464,11,13,1
41463,11,13,1
41462,11,13,7
41458,11,12,4
41457,11,2,8
41456,11,2,7
41455,11,12,7
41447,11,4,1
41444,11,4,7
41443,25,10,2
41440,11,4,8
41439,11,1,8
75721,25,10,3
75714,25,9,7
75713,25,9,2
75710,25,15,2
75719,25,9,2
75704,25,10,1
75703,25,10,4
75702,25,10,1
75701,25,10,6
75700,25,4,2
75699,25,10,2
75697,25,9,2
75698,25,15,2
75696,25,8,4
75693,25,10,2
75692,24,9,7
75690,24,3,7
76152,24,8,2
76148,24,17,4
76147,24,15,7
76143,24,4,2
76145,24,0,2
76144,24,4,2
76142,24,9,8
76140,24,9,2
76139,24,9,2
76138,24,9,2
76136,24,9,5
77021,7,7,8
77020,30,7,1
77019,30,7,4
77016,7,6,8
77015,7,6,1
77014,7,7,8
77013,7,7,3
77011,30,7,1
77010,7,7,1
75921,21,17,2
75914,21,14,2
75920,21,9,7
75916,21,17,2
75912,24,8,2
75917,21,4,8
75911,21,8,2
68057,17,6,2
68042,17,6,8
68041,17,6,8
73766,7,8,3
73763,7,11,2
73762,7,4,8
73755,7,11,1
73760,7,17,7
73759,7,4,1
73758,7,8,7
73757,7,8,2
50343,24,4,2
50340,25,8,1
50335,25,4,2
50336,25,8,8
50332,24,4,3
50333,25,4,2
50329,24,4,2
50328,25,15,2
50327,25,4,2
50323,24,4,2
50322,25,8,3
50321,25,4,8
50319,24,4,4
50318,24,8,2
50317,24,4,1
50314,24,4,2
50310,24,4,5
50311,24,4,2
50312,25,4,2
50306,25,4,4
50308,24,4,5
50305,24,4,2
50302,25,4,1
50303,25,4,8
50300,24,4,2
50299,25,10,2
50296,25,15,3
50295,25,15,3
50293,25,9,1
50291,25,8,2
50289,25,8,2
50286,25,3,2
50282,24,4,1
50281,24,8,3
50278,25,4,2
50276,24,4,2
50272,24,9,2
50269,25,9,7
50267,25,9,2
50266,25,9,8
50264,24,9,1
50262,25,9,4
50258,24,9,1
50257,24,9,5
50256,25,9,4
50254,25,9,3
50255,25,9,2
50259,25,9,3
50253,25,9,4
50252,24,4,2
50250,25,9,4
50249,24,9,7
50247,24,4,2
50245,25,4,2
50244,24,4,1
50239,25,4,2
50234,25,9,2
50231,24,8,1
50230,25,9,2
50228,24,4,3
50226,25,9,2
50223,24,8,2
50224,25,8,2
50221,24,9,2
50219,24,9,4
50217,25,4,2
50215,24,4,1
50213,24,4,2
50212,25,4,2
50210,25,2,1
50208,25,4,1
50207,24,4,2
50206,24,4,1
50204,24,4,2
50201,25,9,2
50199,24,4,2
50198,24,9,4
50196,24,4,2
50194,24,4,2
50193,25,4,2
50192,24,4,2
50191,25,4,1
50186,24,4,4
50188,24,9,3
50185,24,4,4
50184,25,9,5
50182,25,4,2
50183,24,9,5
50181,24,9,8
50176,24,4,1
50175,25,4,4
50173,25,17,2
50172,24,4,2
50171,24,17,2
50166,24,4,2
50164,25,9,5
50163,25,4,2
50161,25,4,2
50160,24,4,2
50156,25,4,5
50157,24,4,2
50155,25,9,2
50152,24,8,1
50151,25,4,2
50149,25,9,1
50146,25,4,4
50145,24,4,2
50144,24,4,2
50143,24,8,2
55735,3,9,4
55725,3,9,8
56344,3,4,2
56339,3,4,1
56342,3,3,4
55724,25,9,8
55726,3,9,1
55731,3,9,4
55744,25,9,1
55722,3,8,8
55741,3,8,2
55730,3,8,2
55728,3,8,2
55721,3,8,1
56340,3,8,4
55738,3,2,1
55734,3,9,7
55743,3,8,2
56017,25,9,1
56026,25,4,2
56808,11,12,8
56045,25,15,5
56811,11,13,4
56042,25,9,5
56021,25,4,2
56039,11,12,1
56024,25,9,1
56044,11,1,8
56000,25,10,2
56013,22,14,1
56012,22,14,8
56004,25,4,3
56022,11,14,1
56033,11,5,7
56034,11,5,6
56809,25,9,2
56011,11,14,8
45211,25,17,2
45210,25,8,2
45209,22,4,1
45208,25,8,2
45207,25,12,7
45205,25,12,2
45203,22,8,1
45202,25,9,2
45200,25,12,4
45199,25,12,7
45195,25,9,2
45194,25,9,2
45193,25,9,2
45190,25,9,7
45188,25,9,8
45185,22,9,2
45183,25,9,2
45180,25,9,5
45179,25,9,8
45178,25,9,5
45176,25,9,5
45175,25,9,3
45174,25,9,3
45173,25,9,1
45168,25,9,2
45166,25,9,7
45165,25,9,2
45164,25,9,1
45163,25,8,1
45162,25,8,8
45155,25,12,1
45154,22,9,2
45153,22,12,2
45151,25,8,1
45149,25,8,5
45148,22,8,2
45147,22,9,4
45144,25,12,1
45143,25,8,7
45141,25,8,2
45139,25,17,1
45140,25,8,1
45137,22,14,8
45135,25,12,4
45132,3,12,4
45129,25,8,2
45128,25,8,2
45124,25,8,3
45125,25,8,4
45123,25,9,4
67768,21,8,1
67766,21,17,2
67762,21,8,3
67760,21,8,2
67759,21,17,2
21582,29,9,2
21580,29,9,2
21576,29,2,8
21575,29,4,7
21573,29,4,2
21572,29,4,8
21568,29,4,2
21567,29,4,2
21566,29,8,2
21562,29,9,4
21556,29,12,4
21550,29,9,5
21548,29,4,5
21545,29,4,1
21544,29,4,1
21540,29,4,7
21539,29,9,4
21537,29,4,8
21532,29,4,7
21527,29,4,4
21526,29,9,7
21520,29,9,5
21519,29,9,2
21518,29,9,8
21515,29,9,8
21514,29,5,2
21512,29,5,1
21509,29,8,1
21505,29,4,5
21504,29,9,5
71926,29,9,2
71927,29,9,8
71500,29,12,5
21494,29,5,5
21492,29,4,5
21490,29,9,7
74212,29,4,8
21481,29,15,4
21477,29,8,2
21476,29,9,3
21475,29,9,2
21470,29,9,2
73469,29,7,3
73468,29,7,3
73466,29,8,5
58490,2,4,1
58491,2,4,3
76025,25,4,4
75997,24,8,2
76018,25,14,4
75994,25,9,4
76009,24,9,4
75999,25,14,4
75993,25,3,1
75992,25,3,1
76024,25,10,1
76015,25,9,4
76023,24,9,4
76003,24,17,2
76002,24,4,4
76021,24,14,4
75990,24,9,4
75998,24,1,2
75985,24,4,3
75987,24,4,2
76001,25,10,3
76017,24,8,4
76014,24,8,2
76013,24,4,2
82585,3,9,8
82592,21,9,2
82583,3,9,7
66080,21,15,8
82615,21,9,2
69477,21,9,2
66084,21,9,2
66069,3,8,1
82602,3,1,2
82607,21,1,2
82612,3,9,4
82577,21,9,4
69473,21,17,2
82610,21,9,2
82599,3,9,2
66073,21,9,4
82616,21,1,2
66075,21,10,2
69472,21,9,8
82608,21,4,2
66085,21,9,8
82598,3,9,7
66072,21,9,6
69471,3,12,1
69470,21,8,3
82591,3,8,2
66070,21,0,2
65987,24,10,1
75354,24,5,4
65976,25,9,7
65978,25,9,7
69365,24,3,2
65983,24,9,2
69362,25,9,2
65970,24,9,2
65985,25,9,1
65981,24,4,2
65984,24,4,2
69359,25,9,5
69357,25,9,2
65975,24,4,8
65973,24,9,4
75353,24,9,4
69354,24,4,1
69353,25,4,4
69351,24,4,2
65979,24,0,2
69350,24,8,2
69349,25,9,2
75211,21,15,2
75183,21,4,1
75209,21,10,2
75208,24,10,1
75202,24,17,2
75172,21,8,2
75171,21,8,2
75204,24,8,4
75189,21,10,3
75191,21,15,2
75178,21,8,2
75166,24,3,2
75174,21,8,2
75201,21,17,2
75193,21,8,2
75192,21,8,2
75187,21,8,2
75184,21,10,1
75175,21,1,2
75206,24,1,2
75173,21,8,2
28096,1,17,4
28095,11,12,1
28092,1,17,7
28091,1,17,2
28088,11,8,2
28087,11,8,2
28086,1,4,2
28085,1,4,2
28082,1,11,2
28080,1,11,4
28077,1,17,7
28076,11,13,2
28071,11,13,7
28070,11,14,8
28066,11,8,4
28062,1,8,8
28061,11,13,3
28056,11,4,2
28054,11,8,8
28052,25,17,1
28051,11,8,2
28050,11,8,1
28048,11,8,1
28047,25,4,7
28045,11,5,1
28043,11,14,8
28042,11,4,2
28041,11,4,1
28040,11,4,2
28039,25,4,2
28038,11,4,1
28036,11,8,1
28035,25,8,4
28032,11,4,1
28031,11,8,7
28030,11,8,1
28027,1,8,4
28001,1,16,1
28010,1,16,3
28024,1,16,8
28023,1,16,8
28003,1,16,8
28019,1,16,2
28017,1,16,2
28014,1,16,8
28013,1,16,1
28002,1,16,8
27999,11,8,8
27998,11,8,1
27996,11,8,2
27995,11,13,3
27991,1,12,1
27993,1,12,7
27990,1,12,7
27988,1,13,8
27986,25,9,5
27985,11,8,1
27977,11,4,2
27980,1,17,7
27976,1,8,1
27981,1,17,8
27975,1,4,1
27974,11,13,3
27973,11,13,7
27967,1,16,8
27966,11,8,2
27963,11,8,1
27962,11,12,1
27961,1,11,1
27959,11,8,2
27958,11,8,2
27957,1,11,1
27955,1,11,8
27953,11,8,2
27952,1,12,7
27951,11,8,1
27950,11,8,8
27947,11,8,2
27948,11,8,2
27946,11,8,4
27942,11,8,2
27941,11,8,2
27940,1,11,4
27938,25,14,4
27937,11,8,2
27936,1,14,8
27934,11,8,2
27933,11,8,2
27930,11,8,2
27931,11,8,2
27929,11,9,5
27927,11,8,2
27926,11,8,1
27924,11,8,1
27925,11,8,7
27913,11,17,1
27912,11,8,2
27923,11,8,2
27911,11,8,1
27922,11,8,1
27921,11,8,2
27920,11,8,2
27919,11,8,1
27918,11,8,2
27916,11,8,2
27915,11,8,2
27903,11,8,2
27909,11,8,1
27904,11,8,2
27905,11,8,2
27898,11,8,1
27901,11,8,2
27900,11,8,1
27899,11,8,2
27896,11,8,1
27902,11,8,2
27893,1,12,1
27894,1,12,1
27895,1,12,1
27892,11,13,8
27889,11,8,1
27887,11,4,8
27886,11,4,2
27885,11,8,8
27884,1,17,8
27882,11,8,2
27880,11,4,1
27878,11,4,7
27875,1,11,7
27874,1,11,8
27870,1,11,8
27869,1,12,1
27865,11,11,2
27864,1,11,5
70740,1,12,2
70741,1,12,1
27861,11,14,2
27859,11,12,6
27858,11,8,7
69791,25,17,2
27855,1,13,2
27853,11,8,2
27852,11,8,2
27851,11,8,2
27850,11,8,1
27848,1,11,5
27846,11,8,1
27844,11,5,7
27842,11,13,8
27839,11,17,7
27836,1,11,3
27834,11,8,4
27833,11,8,1
27832,11,4,1
27831,11,8,8
27827,11,14,2
27830,1,11,1
27829,1,11,8
27826,11,11,7
27825,1,11,8
27824,1,11,2
27823,1,14,2
27822,1,11,1
27820,11,8,1
27819,11,12,2
27818,11,8,2
27816,11,8,1
27815,11,8,1
27814,11,8,8
27813,11,8,2
27811,11,4,2
27812,11,8,2
27810,11,8,1
69790,11,17,2
27808,11,8,2
27807,11,8,2
27806,11,8,2
27805,11,12,4
27804,11,14,8
27803,11,1,8
27802,11,13,1
27801,11,5,7
27800,11,8,1
27799,11,13,1
27798,1,17,1
27797,1,17,1
27792,11,8,2
27796,11,8,1
27795,11,8,8
27794,11,8,1
27793,11,8,4
27790,11,8,2
27791,11,8,2
27789,11,8,1
27788,1,8,4
27787,11,8,2
27786,11,8,8
27785,11,8,8
27780,11,14,2
27776,11,14,8
27774,11,14,2
27781,11,14,1
27771,1,14,1
27769,11,14,2
27767,25,14,2
27766,11,14,7
27761,1,11,2
27762,1,11,1
27759,1,11,4
27758,1,11,2
27755,1,11,3
27752,1,14,1
27749,11,8,1
27747,11,8,2
27746,11,8,1
27743,11,8,2
27742,11,8,2
27741,11,8,1
27748,11,8,2
27751,11,8,1
27750,11,8,2
27740,11,8,2
27737,25,14,8
27736,25,14,1
27735,25,14,8
27733,1,14,7
27732,11,14,1
27731,25,14,8
27730,11,8,1
27729,11,8,8
27724,11,8,8
27723,11,8,2
27722,11,8,8
27718,11,8,7
27716,11,8,8
27715,11,8,1
27711,11,4,2
27712,11,8,2
27709,1,11,7
27706,11,8,1
27707,11,8,1
27705,11,12,2
27704,1,12,8
27702,11,8,2
27701,1,12,8
27699,11,14,8
27698,1,12,3
27697,11,12,2
27694,11,8,2
27693,11,17,8
27690,11,4,1
27691,11,4,1
27687,1,14,5
27685,25,15,1
27684,1,4,4
27683,11,4,1
27682,1,11,2
27679,1,11,4
27676,25,15,1
27674,11,8,2
27675,11,8,2
27673,11,8,8
27666,11,4,4
27667,11,4,2
27668,1,11,2
27670,11,11,8
27665,1,14,7
27657,1,17,8
27662,1,17,1
27663,1,17,2
27661,1,17,2
27658,1,17,4
27655,11,8,1
27648,1,11,8
27647,11,11,1
27646,1,11,2
27635,11,14,1
27634,1,11,1
27630,25,14,7
27627,25,8,4
27626,1,11,7
27621,1,11,4
27625,1,11,4
27624,1,11,7
27618,1,11,7
27613,1,11,4
27611,1,11,5
27609,11,14,3
27602,11,14,8
27608,11,14,8
27595,11,8,1
27593,11,8,2
27594,11,8,1
27592,11,8,1
27591,11,17,1
27589,11,14,4
27590,11,12,4
27586,11,5,2
27584,11,8,8
27582,11,8,1
27578,11,5,4
27580,11,5,4
27579,11,5,8
27581,11,5,1
27577,11,5,1
27576,11,5,2
27572,1,11,1
27574,1,11,1
27573,1,11,5
27571,11,8,1
27567,11,8,2
27566,11,8,2
27565,11,5,8
27564,11,5,8
27563,11,5,2
27560,11,5,7
27559,11,8,1
27561,11,8,2
27555,11,8,2
27554,25,8,2
27553,1,2,2
27551,1,14,6
27545,11,8,8
27546,11,8,8
27544,11,8,1
27538,11,5,2
27539,11,5,2
27536,11,8,1
27527,11,8,1
27534,11,8,2
27533,11,8,1
27532,11,8,3
27531,11,8,2
27529,11,8,8
27528,11,8,2
27525,11,17,1
27526,11,17,2
27523,11,5,1
27522,11,12,1
27520,11,12,2
27521,11,12,2
27519,11,12,2
27518,11,12,2
27517,11,12,1
27516,11,12,1
27514,1,12,1
27512,25,9,1
27501,11,8,1
27502,11,8,1
27508,11,8,2
27507,11,8,2
27505,11,8,2
27504,11,8,2
27506,11,8,1
27500,1,4,1
27495,11,8,4
27494,11,8,1
27492,11,17,7
27490,1,17,2
27489,1,17,8
27484,1,17,1
27485,1,17,2
27483,1,5,1
27480,11,8,7
27478,11,8,8
27477,11,8,1
27476,11,8,2
27474,11,8,1
27473,11,8,2
27472,11,5,2
27470,11,8,1
27471,11,8,1
27469,11,8,1
27468,11,8,2
27466,11,8,8
27465,25,8,7
27464,11,8,1
27463,11,8,2
27461,11,8,2
27460,11,8,1
27458,11,8,1
27459,11,8,8
27457,1,17,2
27456,11,17,8
27455,11,8,1
27454,11,8,1
27453,11,8,2
27452,11,12,3
27451,11,13,1
27450,11,13,2
27449,1,11,2
27447,1,14,2
27445,11,8,2
27441,1,11,1
27443,1,11,2
27440,1,8,2
27435,11,17,7
27434,1,11,2
27431,1,14,4
27432,1,12,3
27428,1,16,2
27425,1,9,7
27426,1,11,2
27423,25,9,2
27424,25,9,1
64350,11,17,2
27421,25,9,4
27420,25,17,4
27419,25,17,4
27418,1,4,2
27417,1,4,2
27409,1,11,8
27416,1,11,1
27415,1,11,4
27412,1,11,8
27408,1,11,2
27407,1,11,2
27406,1,11,4
27404,25,15,1
27399,11,8,7
27401,11,8,2
27400,11,8,2
27398,11,8,1
27393,25,14,2
27387,1,17,1
70738,25,9,7
27386,11,4,1
27385,11,4,8
27376,11,5,8
27377,11,8,8
27383,11,8,1
27382,11,8,2
27378,11,8,1
27380,11,8,1
27375,11,4,4
27374,1,11,7
27370,11,8,2
27373,11,8,8
27371,11,8,4
27369,11,5,7
27365,1,12,1
27363,11,8,8
27364,11,8,1
27362,11,12,8
27353,25,8,2
27357,1,11,8
27350,1,11,8
27351,1,11,4
27352,1,11,8
27349,11,14,2
27345,11,12,1
27347,11,12,7
27344,11,12,8
27346,11,12,1
27342,11,12,2
27341,11,4,7
27340,11,8,6
27338,11,4,2
27337,11,4,2
27336,11,8,7
27332,1,2,7
27335,1,2,1
27331,11,8,1
27330,1,17,4
27328,1,17,1
27324,25,17,8
27323,1,5,1
27321,1,11,8
27320,11,13,1
27319,11,5,1
27317,11,8,2
27311,11,8,7
27308,11,13,1
27307,11,8,2
27305,11,8,2
27304,11,8,2
27301,11,12,1
27300,11,8,2
27299,11,17,2
27298,11,11,2
27296,11,8,8
27294,11,8,1
27293,11,8,2
27289,11,8,2
27288,11,8,2
27287,11,8,2
27285,11,8,1
27284,11,8,1
27282,11,8,2
27281,11,12,2
27280,11,12,1
27279,11,12,2
27278,11,12,1
27277,1,17,2
27275,11,8,2
27274,11,4,4
27273,11,8,8
27272,11,8,8
27271,11,8,1
27269,11,8,8
27270,11,8,4
27242,11,14,8
27268,11,14,8
27261,11,14,8
27260,11,14,3
27259,11,14,8
27251,11,14,8
27236,11,8,2
27235,11,8,2
27234,11,8,2
27233,11,8,1
27230,11,8,2
27229,11,8,8
27228,11,8,1
27227,11,4,2
27223,11,4,1
27222,11,8,2
27221,11,8,1
27219,11,8,5
27218,11,8,1
27217,11,8,7
27215,11,12,2
27216,11,12,1
27214,11,12,7
27213,11,8,8
64353,11,12,1
27209,11,12,2
27210,11,8,7
27208,1,13,2
27207,25,9,4
27203,11,4,7
27202,11,4,2
27204,25,4,1
27198,11,8,5
27196,11,8,4
27197,11,8,5
27194,11,4,2
27193,11,8,1
27192,11,13,2
27191,1,12,8
27190,1,11,7
27187,11,8,1
27184,1,11,8
27181,11,12,2
27179,11,12,1
27178,11,12,8
27177,11,12,1
27175,11,12,8
27174,11,12,8
27171,11,5,8
27170,11,14,2
27169,11,12,1
27166,11,12,8
27167,11,12,2
27164,11,4,7
27163,11,4,2
27161,11,4,8
27162,11,4,2
27158,11,8,2
27157,11,4,2
27155,11,12,2
27154,1,11,2
27151,11,13,7
64344,11,4,1
27150,1,11,2
27149,1,11,4
